Time,Open,High,Low,Close,Volume,RSI,SMA
2024-05-12 23:29:59,0.14309,0.14429,0.14041,0.141,108975912,0,0
2024-05-13 03:29:59,0.141,0.1416,0.14007,0.14123,62743947,0,0
2024-05-13 07:29:59,0.14122,0.14267,0.13579,0.13742,249029323,0,0
2024-05-13 11:29:59,0.13742,0.14349,0.13623,0.14276,242130075,0,0
2024-05-13 15:29:59,0.14275,0.14538,0.14187,0.14311,340329213,0,0
2024-05-13 19:29:59,0.14312,0.1539,0.14181,0.15244,840552247,0,0
2024-05-13 23:29:59,0.15245,0.15765,0.1475,0.1507,726406811,0,0
2024-05-14 03:29:59,0.15068,0.15105,0.1473,0.14864,125984280,0,0
2024-05-14 07:29:59,0.14863,0.15058,0.1471,0.15,208470312,0,0
2024-05-14 11:29:59,0.14998,0.15292,0.14616,0.15237,345387362,0,0
2024-05-14 15:29:59,0.15238,0.1525,0.14795,0.15225,254883877,0,0.1465381818181818
2024-05-14 19:29:59,0.15225,0.15516,0.14619,0.14818,649639250,0,0.14719090909090904
2024-05-14 23:29:59,0.14819,0.14853,0.1447,0.14608,240162306,0,0.14763181818181814
2024-05-15 03:29:59,0.14608,0.14746,0.14429,0.14552,156305319,0,0.1483681818181818
2024-05-15 07:29:59,0.14552,0.1471,0.14548,0.14641,135110116,0,0.14869999999999997
2024-05-15 11:29:59,0.14639,0.14955,0.14525,0.14949,229343694,0,0.14927999999999997
2024-05-15 15:29:59,0.14949,0.15197,0.1478,0.14939,303592426,0,0.14900272727272723
2024-05-15 19:29:59,0.1494,0.155,0.148,0.1513,553186345,0,0.14905727272727268
2024-05-15 23:29:59,0.1513,0.15405,0.14954,0.1536,340528085,0,0.1495081818181818
2024-05-16 03:29:59,0.1536,0.157,0.15301,0.15534,283731491,0,0.14999363636363633
2024-05-16 07:29:59,0.15533,0.15931,0.15361,0.15764,323922738,0,0.15047272727272723
2024-05-16 11:29:59,0.15764,0.15767,0.15539,0.15614,174998346,0,0.1508263636363636
2024-05-16 15:29:59,0.15613,0.15646,0.15416,0.15517,166961867,0,0.15146181818181814
2024-05-16 19:29:59,0.15517,0.15538,0.14942,0.1515,317927151,0,0.15195454545454543
2024-05-16 23:29:59,0.15148,0.15169,0.1496,0.14993,152970061,0,0.15235545454545452
2024-05-17 03:29:59,0.14992,0.15058,0.14825,0.14972,179280251,0,0.15265636363636362
2024-05-17 07:29:59,0.14971,0.15121,0.14934,0.15057,128953163,0,0.15275454545454545
2024-05-17 11:29:59,0.15057,0.15395,0.14922,0.15376,178175177,0,0.1531518181818182
2024-05-17 15:29:59,0.15375,0.15409,0.15189,0.15212,126556958,59.366576819407,0.15322636363636366
2024-05-17 19:29:59,0.15212,0.15628,0.15118,0.1556,233736685,61.69536984754376,0.15340818181818183
2024-05-17 23:29:59,0.15561,0.15692,0.15265,0.15408,259745613,60.134278919653475,0.15329363636363638
2024-05-18 03:29:59,0.15407,0.15622,0.15383,0.15555,148989723,61.12092094693743,0.1531036363636364
2024-05-18 07:29:59,0.15555,0.1569,0.15422,0.15621,120768799,61.563836455801535,0.15311000000000002
2024-05-18 11:29:59,0.1562,0.1567,0.15421,0.15455,126988934,59.787307328125515,0.15305363636363636
2024-05-18 15:29:59,0.15456,0.15646,0.15438,0.156,102034188,60.8116788504706,0.15346272727272728
2024-05-18 19:29:59,0.156,0.15618,0.15123,0.15288,193382827,57.54089522325951,0.15373090909090908
2024-05-18 23:29:59,0.15288,0.15363,0.1522,0.15305,94170325,57.66954420736802,0.15403363636363634
2024-05-19 03:29:59,0.15305,0.15396,0.1525,0.15302,61026943,57.63758412443263,0.1542563636363636
2024-05-19 07:29:59,0.15302,0.15604,0.15254,0.15571,88480455,59.71366574131572,0.15443363636363633
2024-05-19 11:29:59,0.15572,0.15594,0.15319,0.15404,93057178,57.887227827218126,0.15460818181818178
2024-05-19 15:29:59,0.15405,0.15407,0.15117,0.15218,144927770,55.91195715307384,0.1542972727272727
2024-05-19 19:29:59,0.15217,0.15219,0.14898,0.1504,215493265,54.080544359453086,0.15396272727272725
2024-05-19 23:29:59,0.1504,0.15058,0.14858,0.14893,115024764,52.60484167765029,0.15336090909090905
2024-05-20 03:29:59,0.14893,0.14961,0.1474,0.14908,77231673,52.74130242709045,0.15271272727272722
2024-05-20 07:29:59,0.14908,0.15185,0.14767,0.1509,129954719,54.39354748652849,0.15238090909090907
2024-05-20 11:29:59,0.1509,0.15335,0.14887,0.15104,132726543,54.520388695433375,0.15192999999999998
2024-05-20 15:29:59,0.15104,0.15252,0.15064,0.15076,85374448,54.207694886120926,0.15173727272727272
2024-05-20 19:29:59,0.15077,0.1531,0.15042,0.15233,126130971,55.68558205112992,0.15167181818181819
2024-05-20 23:29:59,0.15234,0.1578,0.15167,0.15761,336846609,60.16890064885122,0.15208909090909092
2024-05-21 03:29:59,0.15761,0.16636,0.15578,0.16573,728730034,65.70278174937557,0.153
2024-05-21 07:29:59,0.16573,0.1674,0.16071,0.16339,441393127,63.08352785381942,0.15385000000000001
2024-05-21 11:29:59,0.16338,0.1642,0.1608,0.16403,206067981,63.496280008825025,0.15492727272727275
2024-05-21 15:29:59,0.16405,0.16591,0.16313,0.16466,225422872,63.908218449177134,0.15622363636363637
2024-05-21 19:29:59,0.16467,0.1733,0.16369,0.16618,861187372,64.8992975307039,0.1577918181818182
2024-05-21 23:29:59,0.16619,0.17017,0.16318,0.16429,401053951,62.67987201790612,0.15917454545454546
2024-05-22 03:29:59,0.16427,0.17126,0.16412,0.17024,268294050,66.42809944906706,0.16093272727272726
2024-05-22 07:29:59,0.17023,0.17461,0.17003,0.17076,422613249,66.73093306084509,0.16272545454545453
2024-05-22 11:29:59,0.17076,0.17119,0.166,0.16809,288575956,63.67261251230487,0.16430090909090908
2024-05-22 15:29:59,0.16809,0.16993,0.16523,0.16525,212476496,60.60859416361465,0.16547545454545454
2024-05-22 19:29:59,0.16525,0.17073,0.16174,0.16969,481626133,63.459434248357674,0.16657363636363637
2024-05-22 23:29:59,0.16969,0.16999,0.16377,0.16526,245688392,59.03842747181809,0.1665309090909091
2024-05-23 03:29:59,0.16526,0.1684,0.16451,0.16628,161356388,59.70866289509178,0.1667936363636364
2024-05-23 07:29:59,0.16628,0.16771,0.16422,0.16736,157379479,60.41978914615647,0.16709636363636363
2024-05-23 11:29:59,0.16735,0.16787,0.16512,0.16699,197086216,60.04328332166884,0.16730818181818183
2024-05-23 15:29:59,0.167,0.1692,0.16502,0.16906,193946155,61.43746991594158,0.16757
2024-05-23 19:29:59,0.16906,0.16941,0.15595,0.15954,725666572,52.672059107955505,0.16713818181818182
